transaction_id,imsi,subscriber_id,tac,snr,imei,cell,lac,event_type,event_ts
1368,785284947,-99999,83045787,073499,83045787073499,3108,22,5,2020-12-10 02:11:00
1369,314402879,-99999,61405234,196182,61405234196182,2854,31,4,2020-12-16 01:24:00
1370,796520375,-99999,81665486,372160,81665486372160,6230,49,1,2020-12-14 02:19:00
1371,488296027,-99999,87504948,506613,87504948506613,4889,50,4,2020-12-21 05:04:00
1372,369902616,-99999,35957503,131034,35957503131034,5531,20,5,2020-12-15 11:38:00
1373,701509628,-99999,19535201,770765,19535201770765,9535,73,2,2020-12-02 02:06:00
1374,435800184,-99999,71402947,793249,71402947793249,3958,71,8,2020-12-29 22:41:00
1375,870272897,-99999,57186737,916860,57186737916860,8132,64,9,2020-12-05 07:10:00
1376,583429094,-99999,72500317,869642,72500317869642,3352,70,8,2020-12-17 17:27:00
1377,223043918,-99999,36128634,261502,36128634261502,8547,15,3,2020-12-22 01:07:00
1378,404194561,-99999,75803302,481310,75803302481310,8133,56,3,2020-12-07 18:56:00
1379,970013039,-99999,96999083,025400,96999083025400,6964,55,3,2020-12-18 20:02:00
1380,999413475,-99999,81519430,402443,81519430402443,2936,82,9,2020-12-02 19:12:00
1381,766021688,-99999,13141197,479295,13141197479295,8040,42,4,2020-12-23 13:19:00
1382,790846081,-99999,60903651,198165,60903651198165,2564,33,4,2020-12-07 22:10:00
1383,954848244,-99999,94521350,150515,94521350150515,5768,25,9,2020-12-19 11:01:00
1384,215761996,-99999,42528402,786341,42528402786341,4487,63,3,2020-12-02 19:08:00
1385,279041799,-99999,43715610,736875,43715610736875,6782,46,5,2020-12-31 07:17:00
1386,495674077,-99999,50700125,722219,50700125722219,5229,77,9,2020-12-25 08:43:00
1387,776635371,-99999,96826090,548295,96826090548295,1329,55,6,2020-12-08 15:52:00
1388,294344352,-99999,77287950,604462,77287950604462,3596,57,8,2020-12-02 19:35:00
1389,647841566,-99999,48061144,962509,48061144962509,9446,45,7,2020-12-22 03:45:00
1390,488140455,-99999,72616752,518659,72616752518659,8729,34,1,2020-12-28 13:29:00
1391,425822471,-99999,71041145,802963,71041145802963,2813,78,9,2020-12-03 04:37:00
1392,465649513,-99999,55148762,487197,55148762487197,1400,50,8,2020-12-14 12:34:00
1393,282654097,-99999,81862681,239452,81862681239452,3055,87,4,2020-12-18 08:42:00
1394,584242577,-99999,99639438,791035,99639438791035,7500,75,3,2020-12-01 08:15:00
1395,745682654,-99999,87628850,853042,87628850853042,4396,32,5,2020-12-11 11:25:00
1396,112507581,-99999,55844143,583821,55844143583821,1348,82,8,2020-12-26 04:18:00
1397,788198609,-99999,87952778,819673,87952778819673,7782,13,9,2020-12-07 22:58:00
1398,583839559,-99999,64282045,168684,64282045168684,9657,50,2,2020-12-21 00:09:00
1399,468185675,-99999,81824443,055993,81824443055993,7748,12,6,2020-12-17 11:43:00
1400,478558662,-99999,32212626,421831,32212626421831,3271,14,9,2020-12-27 06:16:00
1401,825108871,-99999,42342381,477014,42342381477014,4190,15,8,2020-12-30 15:44:00
1402,884447107,-99999,82181885,116579,82181885116579,6807,94,7,2020-12-08 14:45:00
1403,128227508,-99999,84485078,432773,84485078432773,3769,70,5,2020-12-20 08:09:00
1404,617291181,-99999,72069368,298242,72069368298242,9224,64,4,2020-12-24 00:25:00
1405,766431884,-99999,20806937,062517,20806937062517,2417,12,2,2020-12-28 17:22:00
1406,501467999,-99999,52860648,137312,52860648137312,2216,63,3,2020-12-28 05:00:00
1407,945671149,-99999,52858040,721464,52858040721464,7268,42,7,2020-12-26 10:11:00
1408,727119403,-99999,65243396,826737,65243396826737,7905,99,9,2020-12-19 10:09:00
1409,645328798,-99999,63128456,894886,63128456894886,4289,11,7,2020-12-27 09:55:00
1410,510238874,-99999,43141983,498951,43141983498951,9156,71,5,2020-12-02 08:16:00
1411,390881042,-99999,83356705,525814,83356705525814,6920,97,6,2020-12-31 05:47:00
1412,144908552,-99999,63213099,653643,63213099653643,2377,80,1,2020-12-20 13:45:00
1413,277573584,-99999,68502556,952682,68502556952682,1478,20,3,2020-12-03 01:42:00
1414,791982854,-99999,47403553,967670,47403553967670,4290,70,7,2020-12-30 19:28:00
1415,478284568,-99999,29575514,114830,29575514114830,1330,79,2,2020-12-21 03:52:00
1416,866105166,-99999,88935149,757601,88935149757601,9110,14,4,2020-12-04 06:46:00
1417,466431693,-99999,47107672,304298,47107672304298,5079,61,4,2020-12-12 19:40:00
1418,648580396,-99999,69614935,229859,69614935229859,8299,36,8,2020-12-14 15:16:00
1419,608899567,-99999,33012193,777739,33012193777739,5901,78,1,2020-12-13 20:36:00
1420,956916500,-99999,88530558,668980,88530558668980,7399,15,4,2020-12-29 22:36:00
1421,496899684,-99999,44447260,388687,44447260388687,8089,71,3,2020-12-18 18:14:00
1422,743699488,-99999,91489500,146620,91489500146620,1953,65,2,2020-12-13 03:13:00
1423,355871754,-99999,37334383,572640,37334383572640,3806,20,5,2020-12-06 15:44:00
1694,840073447,-99999,84593907,641565,84593907641565,6239,78,5,2020-12-06 22:25:00
1696,259020931,-99999,91323636,373334,91323636373334,1520,68,8,2020-12-13 22:05:00
1697,756871880,-99999,87481361,922638,87481361922638,3897,70,7,2020-12-04 08:07:00
1698,589735517,-99999,71949469,650926,71949469650926,2001,69,4,2020-12-13 16:34:00
1699,981204417,-99999,62290550,319021,62290550319021,9370,94,6,2020-12-28 16:40:00
1700,237674229,-99999,67641344,234800,67641344234800,3963,43,2,2020-12-30 16:47:00
1701,375083807,-99999,-99999,-99999,,3446,75,8,2020-12-10 11:30:00
1702,193304434,-99999,47973825,163379,47973825163379,2565,50,2,2020-12-25 11:16:00
1703,818508933,-99999,84462416,868128,84462416868128,8366,26,4,2020-12-21 19:00:00
1704,124848566,-99999,36177685,144127,36177685144127,6280,48,5,2020-12-14 14:45:00
1705,895431974,-99999,63896336,646283,63896336646283,2556,69,7,2020-12-11 14:13:00
1706,927755035,-99999,40507505,938055,40507505938055,8094,17,5,2020-12-17 06:26:00
1707,381253416,-99999,14101295,756444,14101295756444,3510,23,2,2020-12-22 11:59:00
1709,658790287,-99999,18529511,491262,18529511491262,9941,26,3,2020-12-04 16:44:00
1710,287853838,-99999,71290281,254158,71290281254158,1135,54,5,2020-12-02 03:55:00
1711,547191691,-99999,57047149,243569,57047149243569,7261,51,6,2020-12-12 12:51:00
1712,579086251,-99999,56224665,498984,56224665498984,6958,69,,2020-12-24 04:15:00
1713,446627628,-99999,73380929,427548,73380929427548,4579,58,9,2020-12-26 03:33:00
1714,677295657,-99999,25075446,603051,25075446603051,3017,24,3,2020-12-26 07:27:00
1715,368771466,-99999,79175114,681443,79175114681443,3552,36,7,2020-12-30 15:31:00
1716,560666808,-99999,91434934,004512,91434934004512,2708,71,8,2020-12-13 19:37:00
1717,140711437,-99999,22197952,940278,22197952940278,4653,70,3,2020-12-08 06:07:00
1718,824936117,-99999,45905489,987838,45905489987838,8233,39,4,2020-12-09 12:22:00
1720,111853206,-99999,63259865,554767,63259865554767,5980,96,7,2020-12-20 11:54:00
1721,934449941,-99999,49978961,299850,49978961299850,8364,69,8,2020-12-26 20:31:00
1723,434671636,-99999,23943409,527311,23943409527311,6588,52,6,2020-12-12 05:34:00
1724,802027890,-99999,42894848,969391,42894848969391,4168,48,4,2020-12-12 00:12:00
1725,877560317,-99999,35126281,250129,35126281250129,7645,72,1,2020-12-08 16:23:00
1728,219025811,-99999,16146416,084387,16146416084387,2621,30,6,2020-12-16 22:50:00
1729,851844171,-99999,96790501,094660,96790501094660,2915,23,4,2020-12-06 08:19:00
1730,305024360,-99999,91162011,484657,91162011484657,9063,18,3,2020-12-08 16:19:00
1731,726489546,-99999,-99999,-99999,,1226,74,8,2020-12-19 00:28:00
1732,786494365,-99999,85650468,688086,85650468688086,6683,24,1,2020-12-17 21:21:00
1733,259047015,-99999,38922525,932779,38922525932779,7978,53,8,2020-12-22 13:22:00
1734,267546252,-99999,16232026,891811,16232026891811,8877,12,8,2020-12-02 00:10:00
1735,715510141,-99999,85761009,921734,85761009921734,4173,55,6,2020-12-14 22:03:00
1736,672195445,-99999,30807180,993549,30807180993549,7028,58,9,2020-12-14 09:20:00
1737,594742257,-99999,27854099,989113,27854099989113,4224,49,6,2020-12-23 03:53:00
1738,750304437,-99999,58898069,353493,58898069353493,8813,35,7,2020-12-05 16:38:00
1739,779949953,-99999,-99999,-99999,,1332,49,4,2020-12-07 06:17:00
1740,380659420,-99999,48723696,052702,48723696052702,4947,68,5,2020-12-27 23:20:00
1741,420108543,-99999,14215420,925398,14215420925398,3336,54,7,2020-12-24 20:39:00
1742,817755123,-99999,83506724,290284,83506724290284,3502,27,5,2020-12-09 18:11:00
1744,274329052,-99999,67188664,201203,67188664201203,2847,83,1,2020-12-10 13:41:00
1745,461968734,-99999,44294996,013275,44294996013275,2386,47,7,2020-12-15 08:15:00
1746,816442637,-99999,25772500,624942,25772500624942,6733,50,5,2020-12-03 04:12:00
1747,559983931,-99999,67314506,916563,67314506916563,6900,94,2,2020-12-18 04:44:00
1748,286217580,-99999,81026842,358935,81026842358935,5790,26,3,2020-12-11 03:22:00
1749,887281616,-99999,20441312,211615,20441312211615,5364,61,1,2020-12-03 07:50:00
1750,480121035,-99999,25509424,954183,25509424954183,1658,89,5,2020-12-07 10:32:00
1751,971170099,-99999,45578855,478855,45578855478855,6470,40,8,2020-12-03 20:01:00
1752,713206009,-99999,96203080,632036,96203080632036,4257,31,6,2020-12-06 16:44:00
1753,158409909,-99999,97777512,069667,97777512069667,7877,96,1,2020-12-23 05:36:00
1754,835850261,-99999,56666912,250744,56666912250744,2495,83,7,2020-12-04 13:01:00
1755,527656246,-99999,25877353,536687,25877353536687,8538,21,2,2020-12-17 17:59:00
1756,908398219,-99999,35140272,719099,35140272719099,8573,33,6,2020-12-19 04:17:00
1757,311456337,-99999,73905119,697789,73905119697789,4841,99,6,2020-12-06 17:05:00
1758,575490601,-99999,74400128,853173,74400128853173,5507,26,9,2020-12-22 03:03:00
1759,945118430,-99999,79514110,775437,79514110775437,1288,93,2,2020-12-09 23:40:00
1760,595997555,-99999,37771216,755566,37771216755566,6806,50,1,2020-12-31 20:18:00
1761,471151552,-99999,61076958,962440,61076958962440,1417,19,9,2020-12-20 13:46:00
1762,297791978,-99999,22983759,901411,22983759901411,7554,21,6,2020-12-28 02:36:00
1763,656536994,-99999,78044651,443609,78044651443609,2297,85,3,2020-12-22 01:11:00
1764,893752364,-99999,58930170,580140,58930170580140,2372,22,6,2020-12-30 04:27:00
1765,894001000,-99999,14698802,692381,14698802692381,9488,82,7,2020-12-26 03:47:00
2186,267901129,-99999,70512309,728460,70512309728460,5192,23,9,2020-12-13 01:56:00
2188,364422963,-99999,28882505,191271,28882505191271,4921,45,9,2020-12-16 11:05:00
2189,792237825,-99999,43994963,536899,43994963536899,9306,47,3,2020-12-04 05:13:00
2190,322537027,-99999,82258014,354128,82258014354128,6056,96,6,2020-12-03 15:09:00
2191,470781368,-99999,46796088,212205,46796088212205,4082,50,2,2020-12-03 12:35:00
2192,608438615,-99999,13018489,651175,13018489651175,6700,75,4,2020-12-11 12:08:00
2193,781372713,-99999,-99999,-99999,,4716,90,5,2020-12-27 01:09:00
2194,135166863,-99999,55733544,456702,55733544456702,6628,98,3,2020-12-02 06:11:00
2195,289846886,-99999,70981650,500980,70981650500980,7709,26,5,2020-12-12 06:32:00
2196,640687447,-99999,20187671,799892,20187671799892,6546,28,8,2020-12-13 15:45:00
2197,464421517,-99999,57571137,854866,57571137854866,1863,51,9,2020-12-26 08:34:00
2198,325602791,-99999,83449761,103491,83449761103491,3248,54,6,2020-12-02 06:28:00
2199,552498057,-99999,80628074,401859,80628074401859,5746,66,4,2020-12-26 12:24:00
2201,967243520,-99999,53230740,013070,53230740013070,3901,53,3,2020-12-16 13:24:00
2202,298407530,-99999,90775973,922328,90775973922328,6188,91,6,2020-12-02 17:50:00
2203,412052098,-99999,75910085,123225,75910085123225,9876,52,4,2020-12-06 04:24:00
2204,495203492,-99999,58163020,757825,58163020757825,4078,62,,2020-12-11 23:12:00
2205,409576736,-99999,67623300,365163,67623300365163,1289,24,2,2020-12-25 16:11:00
2206,611718319,-99999,60889192,513963,60889192513963,2115,83,9,2020-12-26 11:13:00
2207,665482371,-99999,64020193,074341,64020193074341,2711,42,8,2020-12-02 19:56:00
2208,578466265,-99999,18337772,749614,18337772749614,5875,47,8,2020-12-21 02:58:00
2209,386818713,-99999,61169421,068719,61169421068719,4409,63,5,2020-12-11 10:54:00
2210,757911528,-99999,76336271,925446,76336271925446,5637,21,4,2020-12-14 15:55:00
2212,494875504,-99999,32085808,204065,32085808204065,2236,51,3,2020-12-24 06:22:00
2213,731868464,-99999,79941259,849939,79941259849939,1284,58,5,2020-12-16 20:44:00
2215,631367309,-99999,23131325,058522,23131325058522,7248,40,3,2020-12-12 00:23:00
2216,944767406,-99999,23211784,147591,23211784147591,9338,51,1,2020-12-17 16:35:00
2217,161326505,-99999,85055766,917685,85055766917685,3298,88,2,2020-12-26 15:15:00
2220,902475345,-99999,37056191,552717,37056191552717,8841,45,8,2020-12-10 15:09:00
2221,295932604,-99999,41579165,966408,41579165966408,1444,15,9,2020-12-06 19:30:00
2222,375549421,-99999,31554950,164017,31554950164017,4378,12,3,2020-12-25 07:11:00
2223,876488327,-99999,-99999,-99999,,6020,48,7,2020-12-20 05:01:00
2224,560216239,-99999,23771419,278788,23771419278788,8181,44,5,2020-12-16 14:02:00
2225,905284753,-99999,15196180,047711,15196180047711,7251,86,7,2020-12-22 16:53:00
2226,206138121,-99999,12329274,733892,12329274733892,4404,26,2,2020-12-19 05:15:00
2227,440997297,-99999,14102126,012036,14102126012036,8945,86,5,2020-12-10 16:35:00
2228,554361247,-99999,49480185,734942,49480185734942,1170,18,4,2020-12-11 05:24:00
2229,671412554,-99999,77353711,976773,77353711976773,9697,83,9,2020-12-10 08:34:00
2230,604917767,-99999,13499475,835277,13499475835277,7350,57,1,2020-12-30 08:46:00
2231,331997428,-99999,-99999,-99999,,5380,34,2,2020-12-17 09:14:00
2232,787276892,-99999,76987904,060357,76987904060357,9423,97,4,2020-12-31 03:32:00
2233,769281647,-99999,16675259,710123,16675259710123,5512,71,2,2020-12-17 20:41:00
2234,654360172,-99999,31240285,511081,31240285511081,8444,51,1,2020-12-02 10:06:00
2236,781973112,-99999,71127533,533297,71127533533297,9303,52,9,2020-12-29 00:34:00
2237,637463442,-99999,94941547,442815,94941547442815,1819,99,5,2020-12-04 04:56:00
2238,924556269,-99999,32232423,327248,32232423327248,7630,23,1,2020-12-07 16:14:00
2239,271249438,-99999,82220750,933816,82220750933816,9765,25,1,2020-12-11 07:59:00
2240,363234521,-99999,57161989,808871,57161989808871,3806,78,5,2020-12-09 16:42:00
2241,685882252,-99999,44401351,672210,44401351672210,6522,72,7,2020-12-05 18:00:00
2242,271484537,-99999,67099907,270700,67099907270700,7069,28,2,2020-12-06 06:39:00
2243,664212597,-99999,49266090,793219,49266090793219,8257,66,7,2020-12-07 06:16:00
2244,245565481,-99999,27511917,349354,27511917349354,5071,12,5,2020-12-09 13:08:00
2245,178043572,-99999,44396262,182257,44396262182257,9389,44,1,2020-12-04 20:05:00
2246,716459841,-99999,38656146,491831,38656146491831,5526,84,9,2020-12-19 12:53:00
2247,723792656,-99999,51054988,960382,51054988960382,7906,83,2,2020-12-21 05:13:00
2248,146887571,-99999,94845243,025902,94845243025902,7085,55,8,2020-12-11 22:51:00
2249,706659639,-99999,50580973,712104,50580973712104,7384,18,1,2020-12-27 11:46:00
2250,228210151,-99999,43458955,521013,43458955521013,8859,84,4,2020-12-28 04:29:00
2251,265561673,-99999,67987086,299526,67987086299526,4413,33,8,2020-12-30 14:35:00
2252,479929803,-99999,89127305,664620,89127305664620,9049,73,6,2020-12-22 00:16:00
2253,638729044,-99999,12709880,195640,12709880195640,6915,21,8,2020-12-24 04:51:00
2254,573252266,-99999,18897016,823829,18897016823829,5576,21,3,2020-12-14 07:49:00
2255,677948000,-99999,78830711,223499,78830711223499,1368,26,2,2020-12-17 04:55:00
2256,433870882,-99999,13767690,357199,13767690357199,9134,55,4,2020-12-22 01:07:00
2257,517413217,-99999,81098889,664848,81098889664848,7016,37,9,2020-12-26 23:45:00
2258,870339371,-99999,96409277,904533,96409277904533,1938,34,7,2020-12-13 20:24:00
2259,484398177,-99999,73618756,945796,73618756945796,9942,16,7,2020-12-25 13:34:00
2260,935871826,-99999,20071272,083428,20071272083428,6351,93,4,2020-12-24 14:45:00
2261,880432032,-99999,97442351,233628,97442351233628,5509,32,6,2020-12-26 05:45:00
2262,636926992,-99999,93558788,361625,93558788361625,5977,35,3,2020-12-18 03:00:00
2263,356753141,-99999,34460524,214746,34460524214746,4583,38,9,2020-12-07 12:42:00
2264,880693329,-99999,75611633,664766,75611633664766,5471,15,5,2020-12-31 19:33:00
2265,570221515,-99999,23077639,805643,23077639805643,8895,36,3,2020-12-28 16:12:00
2266,811805822,-99999,62445551,258792,62445551258792,3786,41,4,2020-12-26 02:16:00
2267,662185188,-99999,70371667,897648,70371667897648,7762,86,5,2020-12-12 05:09:00
2268,328414189,-99999,28060576,693138,28060576693138,7448,96,9,2020-12-21 04:51:00
2269,340693562,-99999,57717541,034790,57717541034790,3803,78,6,2020-12-06 15:31:00
2270,366569991,-99999,50163417,019925,50163417019925,8143,51,4,2020-12-08 23:56:00
2271,133985162,-99999,64065549,480861,64065549480861,9707,96,6,2020-12-15 18:04:00
2272,167435252,-99999,76506347,163861,76506347163861,3299,81,9,2020-12-12 02:57:00
2273,265781040,-99999,84575868,566601,84575868566601,9574,55,7,2020-12-25 22:38:00
2274,926494880,-99999,48286567,170464,48286567170464,9594,58,4,2020-12-27 00:35:00
2275,268031849,-99999,33277400,172057,33277400172057,7815,13,1,2020-12-09 04:23:00
2276,216024976,-99999,48053362,107671,48053362107671,3295,67,1,2020-12-05 18:14:00
2277,847402852,-99999,83898076,935637,83898076935637,1725,82,8,2020-12-23 18:29:00
2278,158740190,-99999,45029361,727802,45029361727802,6186,42,2,2020-12-07 05:30:00
2279,947764404,-99999,14007063,603661,14007063603661,8058,20,7,2020-12-06 20:11:00
2280,722372298,-99999,19371418,104273,19371418104273,1940,50,4,2020-12-29 13:41:00
2281,320226405,-99999,47716783,885855,47716783885855,4599,85,2,2020-12-30 04:20:00
2282,482867766,-99999,31443466,138594,31443466138594,7637,76,2,2020-12-14 22:34:00
2283,207946598,-99999,85354784,237943,85354784237943,5610,77,2,2020-12-21 15:52:00
2284,270804785,-99999,92888186,657229,92888186657229,7830,11,1,2020-12-13 17:29:00
2285,980864941,-99999,29598769,427684,29598769427684,9606,20,4,2020-12-31 11:14:00
2286,627117637,-99999,84328691,408083,84328691408083,3926,48,8,2020-12-01 21:32:00
2287,718709610,-99999,31772516,009805,31772516009805,5935,72,2,2020-12-19 16:23:00
2288,954800058,-99999,35078370,519859,35078370519859,2491,81,5,2020-12-08 01:30:00
2289,998671001,-99999,18050574,142000,18050574142000,2118,99,6,2020-12-12 06:39:00
2290,495629911,-99999,58887198,938259,58887198938259,9155,67,9,2020-12-11 05:59:00
2291,397572884,-99999,48166485,270618,48166485270618,9989,55,6,2020-12-17 01:06:00
2292,721389469,-99999,76671326,634498,76671326634498,8704,83,7,2020-12-05 09:03:00
2293,270716540,-99999,92388013,103153,92388013103153,6222,19,7,2020-12-14 02:07:00
2294,285108479,-99999,59687984,470862,59687984470862,9259,74,4,2020-12-25 21:44:00
2295,978004253,-99999,74412603,161656,74412603161656,4933,98,4,2020-12-31 22:44:00
2296,241840910,-99999,30048498,438429,30048498438429,6172,52,3,2020-12-02 07:13:00
2297,658769917,-99999,36328907,688726,36328907688726,2392,57,6,2020-12-17 08:20:00
2298,702244648,-99999,50609207,380531,50609207380531,8717,37,6,2020-12-04 16:17:00
2299,450957711,-99999,69601722,819734,69601722819734,8385,53,8,2020-12-09 09:51:00
2300,273311629,-99999,23507123,502613,23507123502613,5853,11,5,2020-12-14 10:22:00
2301,228681275,-99999,63741084,972363,63741084972363,9857,59,2,2020-12-11 20:39:00
2302,828828393,-99999,46050750,449350,46050750449350,5132,59,4,2020-12-03 20:28:00
2303,158649767,-99999,78007611,121275,78007611121275,8705,46,3,2020-12-20 04:27:00
2304,570588462,-99999,12412626,704814,12412626704814,1239,96,8,2020-12-09 07:15:00
2305,626157369,-99999,16268002,168190,16268002168190,6337,83,4,2020-12-17 20:41:00
2306,646778903,-99999,56780948,149598,56780948149598,2990,52,7,2020-12-20 01:41:00
2307,286365933,-99999,38029752,408163,38029752408163,6412,29,8,2020-12-04 19:07:00
2308,885491643,-99999,73326649,279729,73326649279729,7178,23,9,2020-12-20 20:04:00
2309,621682296,-99999,18637333,823464,18637333823464,4961,72,5,2020-12-27 07:12:00
2310,973618410,-99999,65641476,207733,65641476207733,2018,46,1,2020-12-12 20:07:00
2311,972020477,-99999,53925723,776449,53925723776449,1825,26,1,2020-12-20 03:44:00
2312,120730763,-99999,22912364,438802,22912364438802,7407,42,3,2020-12-24 10:07:00
2313,888190941,-99999,60870183,420781,60870183420781,7954,16,6,2020-12-28 21:20:00
2314,756108196,-99999,69489661,540899,69489661540899,3734,66,6,2020-12-07 21:38:00
2315,463441050,-99999,99438814,000658,99438814000658,3546,51,3,2020-12-27 17:48:00
2316,624919716,-99999,41202197,139914,41202197139914,4995,75,3,2020-12-15 21:46:00
2317,895983319,-99999,70321561,363651,70321561363651,2298,86,4,2020-12-27 21:02:00
2318,507695491,-99999,81368671,706773,81368671706773,1886,54,9,2020-12-20 05:33:00
2319,715741763,-99999,35579928,639691,35579928639691,8135,98,3,2020-12-30 04:37:00
2320,196490117,-99999,31087705,097127,31087705097127,9634,92,7,2020-12-11 11:40:00
2321,315238149,-99999,31858114,384085,31858114384085,1448,70,8,2020-12-22 10:58:00
2322,645474700,-99999,21181856,105903,21181856105903,7666,71,4,2020-12-19 19:24:00
2323,627567185,-99999,74038802,313795,74038802313795,1444,69,2,2020-12-14 19:15:00
2324,271121490,-99999,72375812,008285,72375812008285,4569,71,7,2020-12-02 08:19:00
2325,496680640,-99999,81792772,579164,81792772579164,3710,16,8,2020-12-29 14:22:00
2326,280005665,-99999,34545635,421210,34545635421210,7429,36,1,2020-12-31 08:31:00
2327,182814853,-99999,75674900,372872,75674900372872,6107,86,8,2020-12-20 19:36:00
2328,501778543,-99999,61359562,993490,61359562993490,3686,95,4,2020-12-05 09:25:00
2329,830056081,-99999,48587178,347983,48587178347983,5630,61,4,2020-12-27 18:42:00
2330,628300834,-99999,82384311,445676,82384311445676,6311,57,7,2020-12-01 15:04:00
2331,839582289,-99999,53913175,318346,53913175318346,9111,99,9,2020-12-25 01:31:00
2332,581483376,-99999,45338062,755027,45338062755027,4035,44,2,2020-12-18 11:45:00
2333,821570321,-99999,99086640,848265,99086640848265,1418,68,6,2020-12-09 12:54:00
2334,372667184,-99999,45768449,506617,45768449506617,5760,51,9,2020-12-15 20:11:00
2335,999421894,-99999,52108236,666518,52108236666518,4068,27,2,2020-12-09 20:07:00
2336,582020518,-99999,87041972,078199,87041972078199,7798,37,3,2020-12-19 02:12:00
2337,306766220,-99999,13619707,016967,13619707016967,4122,86,8,2020-12-02 15:23:00
2338,871714714,-99999,69582577,183071,69582577183071,8483,36,4,2020-12-22 20:16:00
2339,120058095,-99999,31763157,690205,31763157690205,4357,12,7,2020-12-08 22:16:00
2340,519886677,-99999,40116052,988542,40116052988542,7033,75,7,2020-12-01 18:02:00
2341,912682554,-99999,26171367,758680,26171367758680,3858,73,9,2020-12-05 20:51:00
2342,209290238,-99999,97764399,757820,97764399757820,9273,88,8,2020-12-17 07:46:00
2343,501629063,-99999,81380303,884792,81380303884792,4806,62,3,2020-12-16 13:13:00
2344,409708129,-99999,11409312,892601,11409312892601,7964,50,5,2020-12-12 08:32:00
2345,910648870,-99999,46884954,325345,46884954325345,1724,86,6,2020-12-06 18:17:00
2346,269356614,-99999,49111460,291826,49111460291826,2109,24,4,2020-12-18 00:36:00
2347,281839628,-99999,62691795,782024,62691795782024,7404,62,5,2020-12-22 08:25:00
2348,930292260,-99999,83660786,397129,83660786397129,4782,96,4,2020-12-17 12:02:00
2349,146370823,-99999,19453933,955115,19453933955115,6275,28,4,2020-12-27 22:06:00
2350,682412654,-99999,55237752,473435,55237752473435,8417,79,5,2020-12-19 21:36:00
2351,941699948,-99999,48050360,849933,48050360849933,7166,36,9,2020-12-08 20:28:00
2352,163170924,-99999,62022388,643162,62022388643162,1981,79,1,2020-12-18 18:09:00
2353,370076786,-99999,92702998,149827,92702998149827,6571,44,3,2020-12-17 06:59:00
2354,679156877,-99999,64218233,373791,64218233373791,2496,55,4,2020-12-28 02:20:00
2355,810233981,-99999,49212877,332992,49212877332992,1815,46,4,2020-12-10 07:00:00
2356,926536863,-99999,43880919,951532,43880919951532,7594,30,6,2020-12-06 18:37:00
2357,830756342,-99999,57268300,332555,57268300332555,4296,59,6,2020-12-18 11:03:00
2358,346950932,-99999,25426844,913140,25426844913140,9235,52,6,2020-12-14 19:40:00
2359,664190786,-99999,39068679,841315,39068679841315,3551,35,6,2020-12-05 23:40:00
2360,539452676,-99999,90193645,149776,90193645149776,2791,75,5,2020-12-31 19:18:00
2361,566527901,-99999,29496895,842015,29496895842015,1408,36,9,2020-12-31 02:51:00
2362,874729254,-99999,57497456,186072,57497456186072,1317,12,2,2020-12-26 03:13:00
2363,138097920,-99999,44735603,687901,44735603687901,8875,23,6,2020-12-22 22:05:00
2364,343308558,-99999,13334642,259130,13334642259130,5496,83,6,2020-12-28 20:50:00
2365,611514959,-99999,84890800,426468,84890800426468,7191,86,1,2020-12-26 23:11:00
2366,642650460,-99999,31908979,705085,31908979705085,2954,85,5,2020-12-13 02:47:00
2367,142068502,-99999,29784054,398146,29784054398146,4216,59,3,2020-12-12 09:22:00
2368,600530730,-99999,35401154,278803,35401154278803,5914,33,1,2020-12-20 13:33:00
2369,631068379,-99999,84774701,761186,84774701761186,6430,23,9,2020-12-22 09:07:00
2370,694507131,-99999,69744502,682353,69744502682353,5842,96,1,2020-12-09 23:22:00
2371,780966405,-99999,91322487,890551,91322487890551,4043,85,9,2020-12-02 23:20:00
2372,291595028,-99999,66053938,702638,66053938702638,8784,45,9,2020-12-10 11:36:00
2373,617075320,-99999,73557420,455069,73557420455069,4612,44,4,2020-12-07 14:59:00
2374,800296948,-99999,26836061,868710,26836061868710,1754,76,9,2020-12-23 11:06:00
2375,805937098,-99999,31480443,607646,31480443607646,9968,22,1,2020-12-26 17:58:00
2376,893858814,-99999,68013302,949941,68013302949941,9886,97,9,2020-12-12 14:17:00
2377,748611560,-99999,69062063,520658,69062063520658,6258,34,6,2020-12-06 04:29:00
2378,163962529,-99999,48263423,429621,48263423429621,9968,14,5,2020-12-25 00:38:00
2379,966402562,-99999,14521143,577671,14521143577671,8564,42,6,2020-12-23 00:51:00
2380,257100057,-99999,24397665,278132,24397665278132,5530,85,6,2020-12-05 14:00:00
2381,446090523,-99999,94281930,857951,94281930857951,3384,64,9,2020-12-28 04:53:00
2382,509203917,-99999,49509291,380836,49509291380836,3838,67,5,2020-12-09 18:54:00
2383,571690725,-99999,68274298,961438,68274298961438,4322,93,8,2020-12-10 17:09:00
2384,644290872,-99999,78636990,116679,78636990116679,8378,24,4,2020-12-04 19:56:00
2385,895740846,-99999,82461242,795571,82461242795571,5689,80,8,2020-12-13 20:42:00
2386,879599091,-99999,63731641,152802,63731641152802,9231,51,3,2020-12-25 01:27:00
2387,471314891,-99999,58246753,400835,58246753400835,2524,34,1,2020-12-17 02:21:00
2388,864344887,-99999,-99999,-99999,,5337,57,2,2020-12-04 02:46:00
